timeToMaturityDays,liquidityScale,lltv,depth,oracleDisplacement,manipulationAchievableOnCurve,bindingConstraint,oraclePriceExceedsRedemptionCeiling,maxUpwardDisplacementAvailable,displacementRequiredForInsolvency,displacementInsolvencyReachable,manipulationCost,attackCapitalRequired,attackerOwnCapital,additionalBorrowCapacity,totalDebt,effectiveLeverage,manipulatedCollateralMark,referenceCollateralMark,realizableCollateralMark,oracleOvervaluation,liquidationValue,liquidationProfitable,liquidationLoss,protocolShortfall,attackerPnL,attackerNetOfManipulationCost,solventUnderReferenceMark,solventUnderRealizableMark
365,1,0.86,3,0.1,false,CURVE_PROPORTION_CAP,false,0.10789118092244898,0.16279069767441867,false,,,30193.323222049843,9335.59707250289,79009.13292871765,3.5952801065685094,119408.79976457171,108553.45433142882,107688.54805787514,10855.345433142895,0,false,108553.45433142882,0,-4320.665393111085,-4320.665393111085,true,true
365,1,0.86,10,0,true,,false,0.10789118092244898,0.16279069767441867,false,,,30193.323222049843,0,139255.46323505326,5.572790979035016,168261.07927892785,168261.07927892785,166916.19125577246,0,139255.46323505326,true,29005.616043874586,0,-7475.893107538042,-7475.893107538042,true,true
365,1,0.86,10,0.01,true,,false,0.10789118092244898,0.16279069767441867,false,18671.750715002534,738054.909977766,30193.323222049843,1497.856911291572,145220.53615776895,5.768474275217332,175911.10237261376,174169.4082897166,172776.86202717415,1741.6940828971565,145220.53615776895,true,28948.87213194766,0,-7791.66621250911,-26463.416927511644,true,true
365,1,0.86,10,0.02,true,,false,0.10789118092244898,0.16279069767441867,false,47467.447857951745,1350932.2229548485,30193.323222049843,3102.4000605931215,151483.33394206082,5.9739067216816935,183979.53847703376,180372.0965461115,178929.4863658592,3607.441930922243,151483.33394206082,true,28888.762604050688,0,-8123.727407787192,-55591.17526573894,true,true
365,1,0.86,10,0.05,false,CURVE_PROPORTION_CAP,false,0.10789118092244898,0.16279069767441867,false,,,30193.323222049843,8638.986361288495,172220.85688909612,6.654009500290081,210951.9925430912,200906.6595648488,199298.08003106588,10045.332978242426,0,false,200906.6595648488,0,-9227.135823522203,-9227.135823522203,true,true
365,1,0.86,10,0.1,false,CURVE_PROPORTION_CAP,false,0.10789118092244898,0.16279069767441867,false,,,30193.323222049843,20867.17125210812,214387.2180581033,8.03626432250773,266905.6788060336,242641.52618730327,240694.5521358879,24264.152618730353,0,false,242641.52618730327,0,-11489.333427389949,-11489.333427389949,true,true
365,1,0.86,20,0,true,,false,0.10789118092244898,0.16279069767441867,false,,,30193.323222049843,0,168374.6059328296,6.528043875264678,197103.33873358925,197103.33873358925,195525.5215909835,0,168374.6059328296,true,28728.732800759637,0,-9017.241101561824,-9017.241101561824,true,true
365,1,0.86,20,0.01,true,,false,0.10789118092244898,0.16279069767441867,false,18671.750715002534,738054.909977766,30193.323222049843,1782.696500023565,178662.99037762257,6.865434757742577,209363.19360742127,207290.2907004171,205630.0394040075,2072.9029070041724,178662.99037762257,true,28627.30032279453,0,-9565.396426964271,-28237.147141966805,true,true
365,1,0.86,20,0.02,true,,false,0.10789118092244898,0.16279069767441867,false,47467.447857951745,1350932.2229548485,30193.323222049843,3756.123844357702,189864.01422743415,7.23270147080497,222746.87914214196,218379.29327660974,216629.21050663688,4367.585865532223,189864.01422743415,true,28515.279049175588,0,-10163.749190697294,-57631.19704864904,true,true
365,1,0.86,20,0.05,false,CURVE_PROPORTION_CAP,false,0.10789118092244898,0.16279069767441867,false,,,30193.323222049843,11098.29740642893,229999.7741702673,8.548245510646725,271004.93666861276,258099.9396843931,256027.248528479,12904.996984219673,0,false,258099.9396843931,0,-12321.339334786957,-12321.339334786957,true,true
365,1,0.86,20,0.1,false,CURVE_PROPORTION_CAP,false,0.10789118092244898,0.16279069767441867,false,,,30193.323222049843,30455.4436145887,327127.65570937266,11.72885351776367,389546.37181450624,354133.06528591475,351275.06925854326,35413.30652859149,0,false,354133.06528591475,0,-17631.828264436546,-17631.828264436546,true,true
